Year,ID,Group,Value,Measure
1996,S08000022,2,94,Parity
1996,S08000015,2,109,Parity
1996,S08000029,2,139,Parity
1996,S08000032,2,154,Parity
1996,S08000030,2,185,Parity
1996,S08000020,2,235,Parity
1996,S08000024,2,409,Parity
1996,S08000031,2,435,Parity
1997,S00000000,2,4,Parity
1997,S08000025,2,14,Parity
1997,S08000016,2,50,Parity
1997,S08000017,2,55,Parity
1997,S08000022,2,91,Parity
1997,S08000015,2,123,Parity
1997,S08000019,2,123,Parity
1997,S08000029,2,124,Parity
1997,S08000032,2,195,Parity
1997,S08000020,2,217,Parity
1997,S08000030,2,223,Parity
1997,S08000024,2,414,Parity
1997,S08000031,2,460,Parity
1998,S00000000,2,3,Parity
1998,S08000025,2,14,Parity
1998,S08000016,2,29,Parity
1998,S08000017,2,57,Parity
1998,S08000022,2,93,Parity
1998,S08000019,2,103,Parity
1998,S08000015,2,123,Parity
1998,S08000029,2,135,Parity
1998,S08000032,2,202,Parity
1998,S08000020,2,225,Parity
1998,S08000030,2,231,Parity
1998,S08000024,2,376,Parity
1998,S08000031,2,481,Parity
1999,S00000000,2,3,Parity
1999,S08000025,2,15,Parity
1999,S08000016,2,37,Parity
1999,S08000017,2,41,Parity
1999,S08000015,2,116,Parity
1999,S08000022,2,116,Parity
1999,S08000019,2,123,Parity
1999,S08000029,2,136,Parity
1999,S08000030,2,212,Parity
1999,S08000032,2,230,Parity
1999,S08000020,2,240,Parity
1999,S08000024,2,388,Parity
1999,S08000031,2,442,Parity
2000,S00000000,2,2,Parity
2000,S08000025,2,23,Parity
2000,S08000016,2,33,Parity
2000,S08000017,2,54,Parity
2000,S08000022,2,81,Parity
2000,S08000019,2,118,Parity
2000,S08000015,2,130,Parity
2000,S08000029,2,139,Parity
2000,S08000020,2,201,Parity
2000,S08000030,2,213,Parity
2000,S08000032,2,226,Parity
2000,S08000024,2,392,Parity
2000,S08000031,2,440,Parity
2001,S00000000,2,2,Parity
2001,S08000025,2,7,Parity
2001,S08000016,2,27,Parity
2001,S08000017,2,51,Parity
2001,S08000022,2,81,Parity
2001,S08000019,2,105,Parity
2001,S08000015,2,115,Parity
2001,S08000029,2,147,Parity
2001,S08000030,2,174,Parity
2001,S08000020,2,227,Parity
2001,S08000032,2,250,Parity
2001,S08000024,2,395,Parity
2001,S08000031,2,447,Parity
2002,S00000000,2,3,Parity
2002,S08000025,2,18,Parity
2002,S08000016,2,39,Parity
2002,S08000017,2,45,Parity
2002,S08000022,2,96,Parity
2002,S08000019,2,106,Parity
2002,S08000015,2,139,Parity
2002,S08000029,2,172,Parity
2002,S08000030,2,174,Parity
2002,S08000020,2,205,Parity
2002,S08000032,2,222,Parity
2002,S08000024,2,384,Parity
2002,S08000031,2,407,Parity
2003,S00000000,2,2,Parity
2003,S08000025,2,13,Parity
2003,S08000016,2,33,Parity
2003,S08000017,2,47,Parity
2003,S08000019,2,89,Parity
2003,S08000022,2,96,Parity
2003,S08000015,2,136,Parity
2003,S08000029,2,166,Parity
2003,S08000032,2,219,Parity
2003,S08000030,2,223,Parity
2003,S08000020,2,229,Parity
2003,S08000024,2,384,Parity
2003,S08000031,2,406,Parity
2004,S00000000,2,5,Parity
2004,S08000025,2,11,Parity
2004,S08000016,2,32,Parity
2004,S08000017,2,52,Parity
2004,S08000022,2,84,Parity
2004,S08000019,2,95,Parity
2004,S08000029,2,137,Parity
2004,S08000015,2,151,Parity
2004,S08000030,2,210,Parity
2004,S08000020,2,212,Parity
2004,S08000032,2,221,Parity
2004,S08000024,2,382,Parity
2004,S08000031,2,438,Parity
2005,S00000000,2,7,Parity
2005,S08000025,2,12,Parity
2005,S08000016,2,37,Parity
2005,S08000017,2,49,Parity
2005,S08000022,2,78,Parity
2005,S08000019,2,102,Parity
2005,S08000015,2,113,Parity
2005,S08000029,2,143,Parity
2005,S08000030,2,202,Parity
2005,S08000020,2,215,Parity
2005,S08000032,2,238,Parity
2005,S08000024,2,376,Parity
2005,S08000031,2,495,Parity
2006,S00000000,2,5,Parity
2006,S08000025,2,12,Parity
2006,S08000016,2,42,Parity
2006,S08000017,2,59,Parity
2006,S08000022,2,86,Parity
2006,S08000019,2,106,Parity
2006,S08000029,2,146,Parity
2006,S08000015,2,147,Parity
2006,S08000030,2,191,Parity
2006,S08000020,2,194,Parity
2006,S08000032,2,244,Parity
2006,S08000024,2,375,Parity
2006,S08000031,2,457,Parity
2007,S00000000,2,9,Parity
2007,S08000025,2,14,Parity
2007,S08000016,2,33,Parity
2007,S08000017,2,50,Parity
2007,S08000019,2,103,Parity
2007,S08000022,2,110,Parity
2007,S08000015,2,140,Parity
2007,S08000029,2,163,Parity
2007,S08000032,2,230,Parity
2007,S08000030,2,235,Parity
2007,S08000020,2,247,Parity
2007,S08000024,2,365,Parity
2007,S08000031,2,472,Parity
2008,S08000025,2,12,Parity
2008,S00000000,2,13,Parity
2008,S08000016,2,35,Parity
2008,S08000017,2,49,Parity
2008,S08000022,2,69,Parity
2008,S08000019,2,115,Parity
2008,S08000015,2,147,Parity
2008,S08000029,2,169,Parity
2008,S08000030,2,172,Parity
2008,S08000020,2,213,Parity
2008,S08000032,2,267,Parity
2008,S08000024,2,387,Parity
2008,S08000031,2,453,Parity
2009,S00000000,2,9,Parity
2009,S08000025,2,17,Parity
2009,S08000016,2,20,Parity
2009,S08000017,2,48,Parity
2009,S08000022,2,84,Parity
2009,S08000019,2,119,Parity
2009,S08000015,2,144,Parity
2009,S08000029,2,170,Parity
2009,S08000030,2,213,Parity
2009,S08000020,2,245,Parity
2009,S08000032,2,260,Parity
2009,S08000024,2,400,Parity
2009,S08000031,2,482,Parity
2010,S00000000,2,4,Parity
2010,S08000025,2,11,Parity
2010,S08000016,2,36,Parity
2010,S08000017,2,49,Parity
2010,S08000022,2,96,Parity
2010,S08000019,2,124,Parity
2010,S08000015,2,144,Parity
2010,S08000029,2,163,Parity
2010,S08000020,2,215,Parity
2010,S08000030,2,226,Parity
2010,S08000032,2,270,Parity
2010,S08000024,2,354,Parity
2010,S08000031,2,465,Parity
2011,S00000000,2,3,Parity
2011,S08000025,2,14,Parity
2011,S08000016,2,39,Parity
2011,S08000017,2,54,Parity
2011,S08000022,2,95,Parity
2011,S08000019,2,107,Parity
2011,S08000015,2,126,Parity
2011,S08000029,2,170,Parity
2011,S08000030,2,185,Parity
2011,S08000020,2,234,Parity
2011,S08000032,2,265,Parity
2011,S08000024,2,393,Parity
2011,S08000031,2,472,Parity
2012,S00000000,2,6,Parity
2012,S08000025,2,14,Parity
2012,S08000016,2,39,Parity
2012,S08000017,2,44,Parity
2012,S08000022,2,78,Parity
2012,S08000019,2,109,Parity
2012,S08000015,2,172,Parity
2012,S08000029,2,186,Parity
2012,S08000030,2,200,Parity
2012,S08000020,2,244,Parity
2012,S08000032,2,282,Parity
2012,S08000024,2,414,Parity
2012,S08000031,2,428,Parity
2013,S08000025,2,7,Parity
2013,S00000000,2,7,Parity
2013,S08000016,2,31,Parity
2013,S08000017,2,40,Parity
2013,S08000022,2,94,Parity
2013,S08000019,2,119,Parity
2013,S08000015,2,153,Parity
2013,S08000029,2,181,Parity
2013,S08000030,2,202,Parity
2013,S08000020,2,254,Parity
2013,S08000032,2,274,Parity
2013,S08000024,2,419,Parity
2013,S08000031,2,475,Parity
2014,S00000000,2,4,Parity
2014,S08000025,2,6,Parity
2014,S08000016,2,29,Parity
2014,S08000017,2,44,Parity
2014,S08000022,2,90,Parity
2014,S08000019,2,109,Parity
2014,S08000015,2,160,Parity
2014,S08000029,2,170,Parity
2014,S08000030,2,204,Parity
2014,S08000020,2,240,Parity
2014,S08000032,2,271,Parity
2014,S08000024,2,380,Parity
2014,S08000031,2,446,Parity
2015,S00000000,2,1,Parity
2015,S08000025,2,12,Parity
2015,S08000016,2,19,Parity
2015,S08000017,2,35,Parity
2015,S08000022,2,90,Parity
2015,S08000019,2,114,Parity
2015,S08000015,2,161,Parity
2015,S08000029,2,193,Parity
2015,S08000030,2,214,Parity
2015,S08000020,2,248,Parity
2015,S08000032,2,296,Parity
2015,S08000024,2,405,Parity
2015,S08000031,2,518,Parity
2016,S08000025,2,14,Parity
2016,S08000016,2,45,Parity
2016,S08000017,2,53,Parity
2016,S08000022,2,92,Parity
2016,S08000015,2,160,Parity
2016,S08000019,2,163,Parity
2016,S08000030,2,196,Parity
2016,S08000029,2,206,Parity
2016,S08000020,2,223,Parity
2016,S08000032,2,315,Parity
2016,S08000024,2,449,Parity
2016,S08000031,2,530,Parity
2017,S00000000,2,2,Parity
2017,S08000025,2,13,Parity
2017,S08000016,2,38,Parity
2017,S08000017,2,64,Parity
2017,S08000022,2,101,Parity
2017,S08000019,2,142,Parity
2017,S08000015,2,184,Parity
2017,S08000029,2,200,Parity
2017,S08000030,2,215,Parity
2017,S08000020,2,255,Parity
2017,S08000032,2,324,Parity
2017,S08000024,2,434,Parity
2017,S08000031,2,555,Parity
2018,S00000000,2,1,Parity
2018,S08000025,2,9,Parity
2018,S08000016,2,43,Parity
2018,S08000017,2,64,Parity
2018,S08000022,2,100,Parity
2018,S08000019,2,144,Parity
2018,S08000015,2,205,Parity
2018,S08000029,2,215,Parity
2018,S08000030,2,245,Parity
2018,S08000020,2,275,Parity
2018,S08000032,2,358,Parity
2018,S08000024,2,457,Parity
2018,S08000031,2,644,Parity
2019,S00000000,2,3,Parity
2019,S08000025,2,19,Parity
2019,S08000016,2,36,Parity
2019,S08000017,2,65,Parity
2019,S08000022,2,137,Parity
2019,S08000015,2,167,Parity
2019,S08000019,2,172,Parity
2019,S08000029,2,205,Parity
2019,S08000020,2,271,Parity
2019,S08000030,2,271,Parity
2019,S08000032,2,365,Parity
2019,S08000024,2,498,Parity
2019,S08000031,2,650,Parity
2020,S00000000,2,3,Parity
2020,S08000025,2,16,Parity
2020,S08000016,2,25,Parity
2020,S08000017,2,55,Parity
2020,S08000022,2,119,Parity
2020,S08000019,2,151,Parity
2020,S08000015,2,184,Parity
2020,S08000029,2,225,Parity
2020,S08000030,2,261,Parity
2020,S08000020,2,281,Parity
2020,S08000032,2,405,Parity
2020,S08000024,2,515,Parity
2020,S08000031,2,703,Parity
1992,S00000000,3,2,Parity
1992,S08000016,3,13,Parity
1992,S08000019,3,34,Parity
1992,S08000015,3,37,Parity
1992,S08000022,3,48,Parity
1992,S08000029,3,56,Parity
1992,S08000020,3,65,Parity
1992,S08000032,3,70,Parity
1992,S08000030,3,79,Parity
1992,S08000024,3,100,Parity
1992,S08000031,3,128,Parity
1992,S08000025,3,*,Parity
1992,S08000017,3,*,Parity
1993,S00000000,3,1,Parity
1993,S08000025,3,11,Parity
1993,S08000016,3,11,Parity
1993,S08000019,3,31,Parity
1993,S08000015,3,49,Parity
1993,S08000022,3,51,Parity
1993,S08000029,3,62,Parity
1993,S08000032,3,74,Parity
1993,S08000030,3,77,Parity
1993,S08000020,3,105,Parity
1993,S08000024,3,127,Parity
1993,S08000031,3,148,Parity
1993,S08000017,3,*,Parity
1994,S00000000,3,4,Parity
1994,S08000025,3,10,Parity
1994,S08000016,3,20,Parity
1994,S08000019,3,27,Parity
1994,S08000022,3,33,Parity
1994,S08000029,3,52,Parity
1994,S08000015,3,54,Parity
1994,S08000030,3,61,Parity
1994,S08000032,3,72,Parity
1994,S08000020,3,92,Parity
1994,S08000024,3,141,Parity
1994,S08000031,3,154,Parity
1994,S08000017,3,*,Parity
1995,S08000019,3,27,Parity
1995,S08000022,3,31,Parity
1995,S08000015,3,44,Parity
1995,S08000030,3,60,Parity
1995,S08000029,3,61,Parity
1995,S08000032,3,87,Parity
1995,S08000020,3,91,Parity
1995,S08000024,3,144,Parity
1995,S08000031,3,159,Parity
1995,S08000025,3,*,Parity
1995,S08000016,3,*,Parity
1995,S08000017,3,*,Parity
1996,S00000000,3,1,Parity
1996,S08000016,3,22,Parity
1996,S08000019,3,28,Parity
1996,S08000022,3,39,Parity
1996,S08000015,3,41,Parity
1996,S08000029,3,47,Parity
1996,S08000030,3,59,Parity
1996,S08000032,3,78,Parity
1996,S08000020,3,83,Parity
1996,S08000024,3,149,Parity
1996,S08000031,3,174,Parity
1996,S08000025,3,*,Parity
1996,S08000017,3,*,Parity
1997,S08000025,3,13,Parity
1997,S08000016,3,23,Parity
1997,S08000019,3,34,Parity
1997,S08000015,3,41,Parity
1997,S08000029,3,50,Parity
1997,S08000022,3,51,Parity
1997,S08000030,3,56,Parity
1997,S08000032,3,74,Parity
1997,S08000020,3,81,Parity
1997,S08000024,3,143,Parity
1997,S08000031,3,165,Parity
1997,S08000017,3,*,Parity
1998,S00000000,3,1,Parity
1998,S08000017,3,20,Parity
1998,S08000019,3,37,Parity
1998,S08000015,3,48,Parity
1998,S08000022,3,52,Parity
1998,S08000029,3,53,Parity
1998,S08000032,3,79,Parity
1998,S08000030,3,85,Parity
1998,S08000020,3,101,Parity
1998,S08000024,3,132,Parity
1998,S08000031,3,164,Parity
1998,S08000025,3,*,Parity
1998,S08000016,3,*,Parity
1999,S00000000,3,1,Parity
1999,S08000025,3,15,Parity
1999,S08000017,3,19,Parity
1999,S08000022,3,36,Parity
1999,S08000019,3,42,Parity
1999,S08000015,3,43,Parity
1999,S08000029,3,43,Parity
1999,S08000030,3,76,Parity
1999,S08000020,3,78,Parity
1999,S08000032,3,79,Parity
1999,S08000024,3,150,Parity
1999,S08000031,3,170,Parity
1999,S08000016,3,*,Parity
2000,S00000000,3,3,Parity
2000,S08000025,3,10,Parity
2000,S08000017,3,13,Parity
2000,S08000022,3,33,Parity
2000,S08000015,3,44,Parity
2000,S08000019,3,49,Parity
2000,S08000029,3,65,Parity
2000,S08000020,3,69,Parity
2000,S08000030,3,70,Parity
2000,S08000032,3,80,Parity
2000,S08000024,3,165,Parity
2000,S08000031,3,169,Parity
2000,S08000016,3,*,Parity
2001,S08000016,3,8,Parity
2001,S08000025,3,9,Parity
2001,S08000017,3,20,Parity
2001,S08000022,3,30,Parity
2001,S08000019,3,37,Parity
2001,S08000015,3,43,Parity
2001,S08000029,3,56,Parity
2001,S08000032,3,69,Parity
2001,S08000030,3,74,Parity
2001,S08000020,3,84,Parity
2001,S08000031,3,150,Parity
2001,S08000024,3,153,Parity
2002,S08000025,3,7,Parity
2002,S08000016,3,12,Parity
2002,S08000019,3,36,Parity
2002,S08000022,3,37,Parity
2002,S08000015,3,52,Parity
2002,S08000029,3,54,Parity
2002,S08000030,3,66,Parity
2002,S08000020,3,80,Parity
2002,S08000032,3,81,Parity
2002,S08000024,3,131,Parity
2002,S08000031,3,149,Parity
2002,S08000017,3,*,Parity
2003,S00000000,3,2,Parity
2003,S08000016,3,10,Parity
2003,S08000017,3,16,Parity
2003,S08000022,3,30,Parity
2003,S08000015,3,39,Parity
2003,S08000019,3,47,Parity
2003,S08000029,3,49,Parity
2003,S08000032,3,75,Parity
2003,S08000030,3,76,Parity
2003,S08000020,3,88,Parity
2003,S08000024,3,127,Parity
2003,S08000031,3,158,Parity
2003,S08000025,3,*,Parity
2004,S00000000,3,2,Parity
2004,S08000016,3,15,Parity
2004,S08000017,3,27,Parity
2004,S08000019,3,36,Parity
2004,S08000022,3,41,Parity
2004,S08000015,3,54,Parity
2004,S08000029,3,63,Parity
2004,S08000020,3,68,Parity
2004,S08000032,3,73,Parity
2004,S08000030,3,77,Parity
2004,S08000031,3,139,Parity
2004,S08000024,3,153,Parity
2004,S08000025,3,*,Parity
2005,S00000000,3,4,Parity
2005,S08000017,3,15,Parity
2005,S08000016,3,18,Parity
2005,S08000019,3,29,Parity
2005,S08000022,3,37,Parity
2005,S08000029,3,42,Parity
2005,S08000015,3,46,Parity
2005,S08000030,3,78,Parity
2005,S08000020,3,88,Parity
2005,S08000032,3,88,Parity
2005,S08000024,3,116,Parity
2005,S08000031,3,129,Parity
2005,S08000025,3,*,Parity
2006,S00000000,3,2,Parity
2006,S08000016,3,12,Parity
2006,S08000017,3,18,Parity
2006,S08000022,3,30,Parity
2006,S08000019,3,32,Parity
2006,S08000029,3,46,Parity
2006,S08000015,3,57,Parity
2006,S08000030,3,72,Parity
2006,S08000032,3,72,Parity
2006,S08000020,3,73,Parity
2006,S08000024,3,143,Parity
2006,S08000031,3,163,Parity
2006,S08000025,3,*,Parity
2007,S08000017,3,11,Parity
2007,S08000016,3,15,Parity
2007,S08000022,3,34,Parity
2007,S08000019,3,41,Parity
2007,S08000015,3,57,Parity
2007,S08000029,3,66,Parity
2007,S08000030,3,75,Parity
2007,S08000032,3,81,Parity
2007,S08000020,3,87,Parity
2007,S08000024,3,137,Parity
2007,S08000031,3,182,Parity
2007,S08000025,3,*,Parity
2008,S00000000,3,3,Parity
2008,S08000025,3,6,Parity
2008,S08000016,3,13,Parity
2008,S08000017,3,23,Parity
2008,S08000022,3,36,Parity
2008,S08000019,3,48,Parity
2008,S08000015,3,52,Parity
2008,S08000029,3,65,Parity
2008,S08000030,3,68,Parity
2008,S08000020,3,79,Parity
2008,S08000032,3,116,Parity
2008,S08000024,3,157,Parity
2008,S08000031,3,174,Parity
2009,S00000000,3,1,Parity
2009,S08000016,3,13,Parity
2009,S08000017,3,18,Parity
2009,S08000022,3,26,Parity
2009,S08000019,3,43,Parity
2009,S08000015,3,64,Parity
2009,S08000029,3,82,Parity
2009,S08000032,3,83,Parity
2009,S08000020,3,85,Parity
2009,S08000030,3,87,Parity
2009,S08000024,3,123,Parity
2009,S08000031,3,168,Parity
2009,S08000025,3,*,Parity
2010,S00000000,3,2,Parity
2010,S08000016,3,12,Parity
2010,S08000017,3,23,Parity
2010,S08000022,3,40,Parity
2010,S08000019,3,45,Parity
2010,S08000015,3,50,Parity
2010,S08000029,3,59,Parity
2010,S08000030,3,71,Parity
2010,S08000020,3,82,Parity
2010,S08000032,3,98,Parity
2010,S08000024,3,112,Parity
2010,S08000031,3,180,Parity
2010,S08000025,3,*,Parity
2011,S00000000,3,2,Parity
2011,S08000025,3,6,Parity
2011,S08000017,3,20,Parity
2011,S08000022,3,35,Parity
2011,S08000015,3,43,Parity
2011,S08000019,3,45,Parity
2011,S08000020,3,71,Parity
2011,S08000029,3,71,Parity
2011,S08000030,3,89,Parity
2011,S08000032,3,93,Parity
2011,S08000024,3,137,Parity
2011,S08000031,3,165,Parity
2011,S08000016,3,*,Parity
2012,S00000000,3,3,Parity
2012,S08000016,3,12,Parity
2012,S08000017,3,14,Parity
2012,S08000022,3,35,Parity
2012,S08000015,3,47,Parity
2012,S08000019,3,48,Parity
2012,S08000029,3,53,Parity
2012,S08000030,3,86,Parity
2012,S08000020,3,88,Parity
2012,S08000032,3,104,Parity
2012,S08000024,3,161,Parity
2012,S08000031,3,184,Parity
2012,S08000025,3,*,Parity
2013,S00000000,3,3,Parity
2013,S08000025,3,6,Parity
2013,S08000016,3,17,Parity
2013,S08000017,3,23,Parity
2013,S08000019,3,46,Parity
2013,S08000022,3,47,Parity
2013,S08000030,3,66,Parity
2013,S08000015,3,67,Parity
2013,S08000029,3,75,Parity
2013,S08000020,3,81,Parity
2013,S08000024,3,113,Parity
2013,S08000032,3,124,Parity
2013,S08000031,3,182,Parity
2014,S00000000,3,1,Parity
2014,S08000025,3,5,Parity
2014,S08000016,3,10,Parity
2014,S08000017,3,22,Parity
2014,S08000022,3,42,Parity
2014,S08000015,3,48,Parity
2014,S08000019,3,48,Parity
2014,S08000029,3,71,Parity
2014,S08000030,3,82,Parity
2014,S08000020,3,90,Parity
2014,S08000032,3,106,Parity
2014,S08000024,3,148,Parity
2014,S08000031,3,196,Parity
2015,S00000000,3,1,Parity
2015,S08000016,3,14,Parity
2015,S08000017,3,34,Parity
2015,S08000019,3,42,Parity
2015,S08000022,3,51,Parity
2015,S08000029,3,61,Parity
2015,S08000015,3,77,Parity
2015,S08000020,3,86,Parity
2015,S08000030,3,87,Parity
2015,S08000032,3,122,Parity
2015,S08000024,3,163,Parity
2015,S08000031,3,214,Parity
2015,S08000025,3,*,Parity
2016,S00000000,3,1,Parity
2016,S08000016,3,11,Parity
2016,S08000017,3,27,Parity
2016,S08000022,3,33,Parity
2016,S08000019,3,46,Parity
2016,S08000015,3,70,Parity
2016,S08000029,3,72,Parity
2016,S08000020,3,79,Parity
2016,S08000030,3,83,Parity
2016,S08000032,3,125,Parity
2016,S08000024,3,141,Parity
2016,S08000031,3,224,Parity
2016,S08000025,3,*,Parity
2017,S00000000,3,2,Parity
2017,S08000016,3,13,Parity
2017,S08000017,3,20,Parity
2017,S08000022,3,45,Parity
2017,S08000015,3,61,Parity
2017,S08000019,3,63,Parity
2017,S08000029,3,81,Parity
2017,S08000020,3,97,Parity
2017,S08000030,3,110,Parity
2017,S08000032,3,137,Parity
2017,S08000024,3,170,Parity
2017,S08000031,3,237,Parity
2017,S08000025,3,*,Parity
2018,S00000000,3,2,Parity
2018,S08000025,3,7,Parity
2018,S08000017,3,27,Parity
2018,S08000022,3,43,Parity
2018,S08000019,3,75,Parity
2018,S08000015,3,79,Parity
2018,S08000029,3,80,Parity
2018,S08000020,3,86,Parity
2018,S08000030,3,120,Parity
2018,S08000032,3,164,Parity
2018,S08000024,3,190,Parity
2018,S08000031,3,255,Parity
2018,S08000016,3,*,Parity
2019,S08000025,3,5,Parity
2019,S08000017,3,21,Parity
2019,S08000016,3,22,Parity
2019,S08000022,3,52,Parity
2019,S08000015,3,70,Parity
2019,S08000019,3,85,Parity
2019,S08000029,3,92,Parity
2019,S08000030,3,94,Parity
2019,S08000020,3,116,Parity
2019,S08000032,3,143,Parity
2019,S08000024,3,175,Parity
2019,S08000031,3,253,Parity
2020,S08000025,3,8,Parity
2020,S08000016,3,20,Parity
2020,S08000017,3,26,Parity
2020,S08000022,3,35,Parity
2020,S08000015,3,74,Parity
2020,S08000019,3,80,Parity
2020,S08000029,3,87,Parity
2020,S08000020,3,110,Parity
2020,S08000030,3,116,Parity
2020,S08000032,3,156,Parity
2020,S08000024,3,227,Parity
2020,S08000031,3,284,Parity
1992,S08000022,4,11,Parity
1992,S08000015,4,13,Parity
1992,S08000019,4,13,Parity
1992,S08000030,4,14,Parity
1992,S08000029,4,16,Parity
1992,S08000032,4,24,Parity
1992,S08000020,4,27,Parity
1992,S08000024,4,36,Parity
1992,S08000031,4,49,Parity
1992,S08000016,4,*,Parity
1992,S08000017,4,*,Parity
1993,S08000019,4,10,Parity
1993,S08000030,4,19,Parity
1993,S08000029,4,21,Parity
1993,S08000020,4,27,Parity
