Year,ID,Group,Value,Measure
2018,S08000029,Surgical,145,Method
2018,S08000030,Surgical,157,Method
2018,S08000032,Surgical,416,Method
2018,S08000031,Surgical,676,Method
2019,S00000000,Surgical,5,Method
2019,S08000016,Surgical,11,Method
2019,S08000025,Surgical,21,Method
2019,S08000019,Surgical,31,Method
2019,S08000017,Surgical,36,Method
2019,S08000022,Surgical,62,Method
2019,S08000015,Surgical,63,Method
2019,S08000020,Surgical,84,Method
2019,S08000024,Surgical,86,Method
2019,S08000029,Surgical,166,Method
2019,S08000030,Surgical,171,Method
2019,S08000032,Surgical,315,Method
2019,S08000031,Surgical,621,Method
2020,S00000000,Surgical,2,Method
2020,S08000016,Surgical,2,Method
2020,S08000019,Surgical,4,Method
2020,S08000025,Surgical,6,Method
2020,S08000017,Surgical,8,Method
2020,S08000022,Surgical,15,Method
2020,S08000015,Surgical,18,Method
2020,S08000030,Surgical,29,Method
2020,S08000020,Surgical,30,Method
2020,S08000032,Surgical,50,Method
2020,S08000024,Surgical,54,Method
2020,S08000029,Surgical,62,Method
2020,S08000031,Surgical,151,Method
1992,S08000025,Unknown,1,Method
1993,S08000019,Unknown,1,Method
1993,S08000020,Unknown,1,Method
1993,S08000022,Unknown,1,Method
1993,S08000024,Unknown,1,Method
1993,S08000029,Unknown,1,Method
1993,S08000030,Unknown,1,Method
1993,S08000031,Unknown,2,Method
1994,S08000020,Unknown,1,Method
1994,S08000024,Unknown,1,Method
1995,S08000024,Unknown,3,Method
2002,S08000032,Unknown,1,Method
2005,S08000025,Unknown,1,Method
2013,S08000020,Unknown,1,Method
2013,S08000032,Unknown,2,Method
2014,S08000031,Unknown,1,Method
2014,S08000032,Unknown,1,Method
2018,S08000029,Unknown,1,Method
2020,S08000017,Unknown,1,Method
2020,S08000029,Unknown,1,Method
2020,S08000030,Unknown,1,Method
2020,S08000020,Unknown,2,Method
2020,S08000031,Unknown,4,Method
2020,S08000019,Unknown,12,Method
2020,S08000024,Unknown,21,Method
1992,S00000000,0,24,Parity
1992,S08000025,0,55,Parity
1992,S08000016,0,107,Parity
1992,S08000017,0,157,Parity
1992,S08000019,0,275,Parity
1992,S08000022,0,326,Parity
1992,S08000015,0,351,Parity
1992,S08000029,0,396,Parity
1992,S08000032,0,537,Parity
1992,S08000030,0,565,Parity
1992,S08000020,0,766,Parity
1992,S08000024,0,1157,Parity
1992,S08000031,0,1280,Parity
1993,S00000000,0,11,Parity
1993,S08000025,0,48,Parity
1993,S08000016,0,77,Parity
1993,S08000017,0,109,Parity
1993,S08000019,0,234,Parity
1993,S08000022,0,320,Parity
1993,S08000015,0,343,Parity
1993,S08000029,0,371,Parity
1993,S08000032,0,519,Parity
1993,S08000030,0,568,Parity
1993,S08000020,0,824,Parity
1993,S08000024,0,1236,Parity
1993,S08000031,0,1319,Parity
1994,S00000000,0,15,Parity
1994,S08000025,0,59,Parity
1994,S08000016,0,95,Parity
1994,S08000017,0,126,Parity
1994,S08000022,0,303,Parity
1994,S08000019,0,312,Parity
1994,S08000029,0,345,Parity
1994,S08000015,0,376,Parity
1994,S08000032,0,542,Parity
1994,S08000030,0,563,Parity
1994,S08000020,0,795,Parity
1994,S08000024,0,1322,Parity
1994,S08000031,0,1355,Parity
1995,S00000000,0,11,Parity
1995,S08000025,0,52,Parity
1995,S08000016,0,73,Parity
1995,S08000017,0,118,Parity
1995,S08000019,0,272,Parity
1995,S08000022,0,275,Parity
1995,S08000015,0,353,Parity
1995,S08000029,0,354,Parity
1995,S08000032,0,538,Parity
1995,S08000030,0,563,Parity
1995,S08000020,0,782,Parity
1995,S08000024,0,1296,Parity
1995,S08000031,0,1304,Parity
1996,S00000000,0,14,Parity
1996,S08000025,0,52,Parity
1996,S08000016,0,93,Parity
1996,S08000017,0,134,Parity
1996,S08000019,0,316,Parity
1996,S08000022,0,329,Parity
1996,S08000029,0,382,Parity
1996,S08000015,0,410,Parity
1996,S08000032,0,552,Parity
1996,S08000030,0,586,Parity
1996,S08000020,0,874,Parity
1996,S08000024,0,1439,Parity
1996,S08000031,0,1519,Parity
1997,S00000000,0,12,Parity
1997,S08000025,0,40,Parity
1997,S08000016,0,89,Parity
1997,S08000017,0,103,Parity
1997,S08000019,0,276,Parity
1997,S08000029,0,335,Parity
1997,S08000015,0,345,Parity
1997,S08000022,0,352,Parity
1997,S08000032,0,527,Parity
1997,S08000030,0,596,Parity
1997,S08000020,0,908,Parity
1997,S08000024,0,1513,Parity
1997,S08000031,0,1552,Parity
1998,S00000000,0,19,Parity
1998,S08000025,0,42,Parity
1998,S08000016,0,101,Parity
1998,S08000017,0,113,Parity
1998,S08000019,0,304,Parity
1998,S08000022,0,325,Parity
1998,S08000015,0,366,Parity
1998,S08000029,0,412,Parity
1998,S08000032,0,586,Parity
1998,S08000030,0,614,Parity
1998,S08000020,0,838,Parity
1998,S08000031,0,1506,Parity
1998,S08000024,0,1596,Parity
1999,S00000000,0,15,Parity
1999,S08000025,0,48,Parity
1999,S08000016,0,85,Parity
1999,S08000017,0,114,Parity
1999,S08000022,0,294,Parity
1999,S08000019,0,301,Parity
1999,S08000015,0,357,Parity
1999,S08000029,0,384,Parity
1999,S08000032,0,560,Parity
1999,S08000030,0,568,Parity
1999,S08000020,0,729,Parity
1999,S08000031,0,1446,Parity
1999,S08000024,0,1590,Parity
2000,S00000000,0,9,Parity
2000,S08000025,0,38,Parity
2000,S08000016,0,85,Parity
2000,S08000017,0,118,Parity
2000,S08000022,0,289,Parity
2000,S08000019,0,297,Parity
2000,S08000015,0,336,Parity
2000,S08000029,0,392,Parity
2000,S08000032,0,562,Parity
2000,S08000030,0,621,Parity
2000,S08000020,0,686,Parity
2000,S08000031,0,1418,Parity
2000,S08000024,0,1517,Parity
2001,S00000000,0,10,Parity
2001,S08000025,0,38,Parity
2001,S08000016,0,86,Parity
2001,S08000017,0,138,Parity
2001,S08000019,0,290,Parity
2001,S08000022,0,299,Parity
2001,S08000015,0,337,Parity
2001,S08000029,0,392,Parity
2001,S08000030,0,558,Parity
2001,S08000032,0,608,Parity
2001,S08000020,0,710,Parity
2001,S08000024,0,1502,Parity
2001,S08000031,0,1604,Parity
2002,S00000000,0,12,Parity
2002,S08000025,0,39,Parity
2002,S08000016,0,78,Parity
2002,S08000017,0,117,Parity
2002,S08000022,0,267,Parity
2002,S08000019,0,298,Parity
2002,S08000015,0,315,Parity
2002,S08000029,0,412,Parity
2002,S08000030,0,584,Parity
2002,S08000032,0,611,Parity
2002,S08000020,0,760,Parity
2002,S08000024,0,1421,Parity
2002,S08000031,0,1498,Parity
2003,S00000000,0,17,Parity
2003,S08000025,0,44,Parity
2003,S08000016,0,109,Parity
2003,S08000017,0,129,Parity
2003,S08000022,0,274,Parity
2003,S08000019,0,281,Parity
2003,S08000015,0,355,Parity
2003,S08000029,0,419,Parity
2003,S08000032,0,597,Parity
2003,S08000030,0,680,Parity
2003,S08000020,0,754,Parity
2003,S08000031,0,1487,Parity
2003,S08000024,0,1518,Parity
2004,S00000000,0,7,Parity
2004,S08000025,0,46,Parity
2004,S08000016,0,116,Parity
2004,S08000017,0,135,Parity
2004,S08000022,0,272,Parity
2004,S08000019,0,332,Parity
2004,S08000015,0,336,Parity
2004,S08000029,0,393,Parity
2004,S08000030,0,602,Parity
2004,S08000032,0,630,Parity
2004,S08000020,0,813,Parity
2004,S08000024,0,1477,Parity
2004,S08000031,0,1554,Parity
2005,S00000000,0,21,Parity
2005,S08000025,0,34,Parity
2005,S08000016,0,91,Parity
2005,S08000017,0,136,Parity
2005,S08000022,0,262,Parity
2005,S08000019,0,334,Parity
2005,S08000015,0,356,Parity
2005,S08000029,0,425,Parity
2005,S08000030,0,672,Parity
2005,S08000032,0,672,Parity
2005,S08000020,0,769,Parity
2005,S08000024,0,1558,Parity
2005,S08000031,0,1662,Parity
2006,S00000000,0,14,Parity
2006,S08000025,0,37,Parity
2006,S08000016,0,111,Parity
2006,S08000017,0,139,Parity
2006,S08000022,0,295,Parity
2006,S08000019,0,341,Parity
2006,S08000015,0,381,Parity
2006,S08000029,0,461,Parity
2006,S08000030,0,645,Parity
2006,S08000032,0,727,Parity
2006,S08000020,0,793,Parity
2006,S08000024,0,1467,Parity
2006,S08000031,0,1795,Parity
2007,S00000000,0,25,Parity
2007,S08000025,0,34,Parity
2007,S08000016,0,107,Parity
2007,S08000017,0,150,Parity
2007,S08000022,0,307,Parity
2007,S08000019,0,317,Parity
2007,S08000015,0,399,Parity
2007,S08000029,0,528,Parity
2007,S08000030,0,697,Parity
2007,S08000032,0,737,Parity
2007,S08000020,0,895,Parity
2007,S08000024,0,1599,Parity
2007,S08000031,0,1811,Parity
2008,S00000000,0,16,Parity
2008,S08000025,0,36,Parity
2008,S08000016,0,106,Parity
2008,S08000017,0,146,Parity
2008,S08000022,0,298,Parity
2008,S08000019,0,368,Parity
2008,S08000015,0,396,Parity
2008,S08000029,0,488,Parity
2008,S08000030,0,636,Parity
2008,S08000032,0,769,Parity
2008,S08000020,0,866,Parity
2008,S08000024,0,1570,Parity
2008,S08000031,0,1793,Parity
2009,S00000000,0,18,Parity
2009,S08000025,0,42,Parity
2009,S08000016,0,81,Parity
2009,S08000017,0,156,Parity
2009,S08000022,0,265,Parity
2009,S08000015,0,317,Parity
2009,S08000019,0,322,Parity
2009,S08000029,0,444,Parity
2009,S08000030,0,611,Parity
2009,S08000032,0,745,Parity
2009,S08000020,0,816,Parity
2009,S08000024,0,1424,Parity
2009,S08000031,0,1670,Parity
2010,S00000000,0,10,Parity
2010,S08000025,0,19,Parity
2010,S08000016,0,117,Parity
2010,S08000017,0,158,Parity
2010,S08000022,0,283,Parity
2010,S08000019,0,326,Parity
2010,S08000015,0,383,Parity
2010,S08000029,0,442,Parity
2010,S08000030,0,557,Parity
2010,S08000032,0,774,Parity
2010,S08000020,0,796,Parity
2010,S08000024,0,1302,Parity
2010,S08000031,0,1681,Parity
2011,S00000000,0,13,Parity
2011,S08000025,0,29,Parity
2011,S08000016,0,106,Parity
2011,S08000017,0,139,Parity
2011,S08000022,0,305,Parity
2011,S08000019,0,310,Parity
2011,S08000015,0,329,Parity
2011,S08000029,0,403,Parity
2011,S08000030,0,528,Parity
2011,S08000032,0,666,Parity
2011,S08000020,0,727,Parity
2011,S08000024,0,1341,Parity
2011,S08000031,0,1525,Parity
2012,S00000000,0,16,Parity
2012,S08000025,0,30,Parity
2012,S08000016,0,101,Parity
2012,S08000017,0,119,Parity
2012,S08000022,0,255,Parity
2012,S08000019,0,315,Parity
2012,S08000015,0,348,Parity
2012,S08000029,0,403,Parity
2012,S08000030,0,532,Parity
2012,S08000032,0,633,Parity
2012,S08000020,0,768,Parity
2012,S08000024,0,1297,Parity
2012,S08000031,0,1476,Parity
2013,S00000000,0,13,Parity
2013,S08000025,0,36,Parity
2013,S08000016,0,90,Parity
2013,S08000017,0,96,Parity
2013,S08000022,0,219,Parity
2013,S08000015,0,269,Parity
2013,S08000019,0,298,Parity
2013,S08000029,0,403,Parity
2013,S08000030,0,466,Parity
2013,S08000032,0,603,Parity
2013,S08000020,0,739,Parity
2013,S08000024,0,1236,Parity
2013,S08000031,0,1346,Parity
2014,S00000000,0,8,Parity
2014,S08000025,0,30,Parity
2014,S08000016,0,79,Parity
2014,S08000017,0,122,Parity
2014,S08000022,0,236,Parity
2014,S08000015,0,282,Parity
2014,S08000029,0,324,Parity
2014,S08000019,0,331,Parity
2014,S08000030,0,456,Parity
2014,S08000032,0,579,Parity
2014,S08000020,0,673,Parity
2014,S08000024,0,1193,Parity
2014,S08000031,0,1341,Parity
2015,S00000000,0,9,Parity
2015,S08000025,0,23,Parity
2015,S08000016,0,73,Parity
2015,S08000017,0,106,Parity
2015,S08000022,0,238,Parity
2015,S08000015,0,288,Parity
2015,S08000019,0,317,Parity
2015,S08000029,0,367,Parity
2015,S08000030,0,483,Parity
2015,S08000032,0,610,Parity
2015,S08000020,0,651,Parity
2015,S08000024,0,1274,Parity
2015,S08000031,0,1413,Parity
2016,S00000000,0,4,Parity
2016,S08000025,0,34,Parity
2016,S08000016,0,88,Parity
2016,S08000017,0,115,Parity
2016,S08000022,0,244,Parity
2016,S08000015,0,271,Parity
2016,S08000019,0,292,Parity
2016,S08000029,0,356,Parity
2016,S08000030,0,471,Parity
2016,S08000020,0,634,Parity
2016,S08000032,0,640,Parity
2016,S08000024,0,1274,Parity
2016,S08000031,0,1369,Parity
2017,S00000000,0,9,Parity
2017,S08000025,0,28,Parity
2017,S08000016,0,92,Parity
2017,S08000017,0,103,Parity
2017,S08000022,0,222,Parity
2017,S08000015,0,285,Parity
2017,S08000019,0,321,Parity
2017,S08000029,0,354,Parity
2017,S08000030,0,462,Parity
2017,S08000020,0,607,Parity
2017,S08000032,0,615,Parity
2017,S08000024,0,1279,Parity
2017,S08000031,0,1462,Parity
2018,S00000000,0,8,Parity
2018,S08000025,0,27,Parity
2018,S08000016,0,84,Parity
2018,S08000017,0,112,Parity
2018,S08000022,0,265,Parity
2018,S08000015,0,323,Parity
2018,S08000019,0,329,Parity
2018,S08000029,0,350,Parity
2018,S08000030,0,537,Parity
2018,S08000020,0,649,Parity
2018,S08000032,0,651,Parity
2018,S08000024,0,1376,Parity
2018,S08000031,0,1485,Parity
2019,S00000000,0,6,Parity
2019,S08000025,0,35,Parity
2019,S08000017,0,88,Parity
2019,S08000016,0,94,Parity
2019,S08000022,0,256,Parity
2019,S08000015,0,312,Parity
2019,S08000019,0,339,Parity
2019,S08000029,0,371,Parity
2019,S08000030,0,523,Parity
2019,S08000032,0,650,Parity
2019,S08000020,0,664,Parity
2019,S08000024,0,1403,Parity
2019,S08000031,0,1704,Parity
2020,S00000000,0,5,Parity
2020,S08000025,0,31,Parity
2020,S08000016,0,72,Parity
2020,S08000017,0,101,Parity
2020,S08000022,0,234,Parity
2020,S08000015,0,277,Parity
2020,S08000019,0,315,Parity
2020,S08000029,0,347,Parity
2020,S08000030,0,525,Parity
2020,S08000020,0,641,Parity
2020,S08000032,0,669,Parity
2020,S08000024,0,1396,Parity
2020,S08000031,0,1617,Parity
1992,S00000000,1,1,Parity
1992,S08000025,1,17,Parity
1992,S08000016,1,31,Parity
1992,S08000017,1,32,Parity
1992,S08000022,1,88,Parity
1992,S08000019,1,119,Parity
1992,S08000015,1,135,Parity
1992,S08000029,1,156,Parity
1992,S08000020,1,193,Parity
1992,S08000032,1,202,Parity
1992,S08000030,1,206,Parity
1992,S08000024,1,381,Parity
1992,S08000031,1,489,Parity
1993,S00000000,1,4,Parity
1993,S08000025,1,17,Parity
1993,S08000016,1,35,Parity
1993,S08000017,1,46,Parity
1993,S08000019,1,109,Parity
1993,S08000022,1,112,Parity
1993,S08000015,1,126,Parity
1993,S08000029,1,156,Parity
1993,S08000020,1,196,Parity
1993,S08000032,1,217,Parity
1993,S08000030,1,239,Parity
1993,S08000024,1,362,Parity
1993,S08000031,1,520,Parity
1994,S00000000,1,3,Parity
1994,S08000025,1,14,Parity
1994,S08000016,1,22,Parity
1994,S08000017,1,44,Parity
1994,S08000022,1,100,Parity
1994,S08000019,1,126,Parity
1994,S08000029,1,160,Parity
1994,S08000015,1,163,Parity
1994,S08000030,1,201,Parity
1994,S08000032,1,218,Parity
1994,S08000020,1,224,Parity
1994,S08000024,1,384,Parity
1994,S08000031,1,547,Parity
1995,S00000000,1,1,Parity
1995,S08000025,1,17,Parity
1995,S08000016,1,22,Parity
1995,S08000017,1,36,Parity
1995,S08000022,1,85,Parity
1995,S08000019,1,104,Parity
1995,S08000015,1,127,Parity
1995,S08000029,1,166,Parity
1995,S08000032,1,212,Parity
1995,S08000020,1,230,Parity
1995,S08000030,1,244,Parity
1995,S08000024,1,427,Parity
1995,S08000031,1,542,Parity
1996,S08000016,1,20,Parity
1996,S08000025,1,21,Parity
1996,S08000017,1,33,Parity
1996,S08000022,1,95,Parity
1996,S08000015,1,114,Parity
1996,S08000019,1,114,Parity
1996,S08000029,1,145,Parity
1996,S08000020,1,219,Parity
1996,S08000032,1,239,Parity
1996,S08000030,1,273,Parity
1996,S08000024,1,443,Parity
1996,S08000031,1,578,Parity
1997,S00000000,1,4,Parity
1997,S08000025,1,20,Parity
1997,S08000016,1,27,Parity
1997,S08000017,1,68,Parity
1997,S08000022,1,102,Parity
1997,S08000019,1,121,Parity
1997,S08000015,1,124,Parity
1997,S08000029,1,146,Parity
1997,S08000032,1,208,Parity
1997,S08000030,1,245,Parity
1997,S08000020,1,246,Parity
1997,S08000024,1,409,Parity
1997,S08000031,1,581,Parity
1998,S00000000,1,4,Parity
1998,S08000025,1,16,Parity
1998,S08000016,1,37,Parity
1998,S08000017,1,48,Parity
1998,S08000022,1,101,Parity
1998,S08000019,1,141,Parity
1998,S08000015,1,144,Parity
1998,S08000029,1,164,Parity
1998,S08000032,1,223,Parity
1998,S08000020,1,224,Parity
1998,S08000030,1,280,Parity
1998,S08000024,1,444,Parity
1998,S08000031,1,591,Parity
1999,S00000000,1,1,Parity
1999,S08000025,1,11,Parity
1999,S08000016,1,23,Parity
1999,S08000017,1,56,Parity
1999,S08000022,1,113,Parity
1999,S08000019,1,129,Parity
1999,S08000015,1,166,Parity
1999,S08000029,1,178,Parity
1999,S08000030,1,237,Parity
1999,S08000020,1,261,Parity
1999,S08000032,1,281,Parity
1999,S08000024,1,443,Parity
1999,S08000031,1,624,Parity
2000,S00000000,1,4,Parity
2000,S08000025,1,11,Parity
2000,S08000016,1,27,Parity
2000,S08000017,1,65,Parity
2000,S08000022,1,107,Parity
2000,S08000019,1,127,Parity
2000,S08000015,1,161,Parity
2000,S08000029,1,206,Parity
2000,S08000020,1,233,Parity
2000,S08000030,1,240,Parity
2000,S08000032,1,306,Parity
2000,S08000024,1,430,Parity
2000,S08000031,1,575,Parity
2001,S00000000,1,1,Parity
2001,S08000025,1,6,Parity
2001,S08000016,1,27,Parity
2001,S08000017,1,45,Parity
2001,S08000019,1,125,Parity
2001,S08000022,1,128,Parity
2001,S08000015,1,154,Parity
2001,S08000029,1,194,Parity
2001,S08000020,1,206,Parity
2001,S08000030,1,226,Parity
2001,S08000032,1,279,Parity
2001,S08000024,1,457,Parity
2001,S08000031,1,612,Parity
2002,S00000000,1,1,Parity
2002,S08000025,1,21,Parity
2002,S08000016,1,40,Parity
2002,S08000017,1,50,Parity
2002,S08000022,1,111,Parity
2002,S08000019,1,117,Parity
2002,S08000015,1,140,Parity
2002,S08000029,1,178,Parity
2002,S08000030,1,230,Parity
2002,S08000020,1,246,Parity
2002,S08000032,1,258,Parity
2002,S08000024,1,452,Parity
2002,S08000031,1,562,Parity
2003,S00000000,1,1,Parity
2003,S08000025,1,21,Parity
2003,S08000016,1,40,Parity
2003,S08000017,1,62,Parity
2003,S08000022,1,107,Parity
2003,S08000019,1,140,Parity
2003,S08000015,1,155,Parity
2003,S08000029,1,199,Parity
2003,S08000020,1,246,Parity
2003,S08000032,1,256,Parity
2003,S08000030,1,283,Parity
2003,S08000024,1,475,Parity
2003,S08000031,1,578,Parity
2004,S00000000,1,8,Parity
2004,S08000025,1,17,Parity
2004,S08000016,1,38,Parity
2004,S08000017,1,55,Parity
2004,S08000022,1,95,Parity
2004,S08000019,1,118,Parity
2004,S08000015,1,174,Parity
2004,S08000029,1,209,Parity
2004,S08000030,1,235,Parity
2004,S08000020,1,265,Parity
2004,S08000032,1,341,Parity
2004,S08000024,1,489,Parity
2004,S08000031,1,602,Parity
2005,S00000000,1,8,Parity
2005,S08000025,1,13,Parity
2005,S08000016,1,35,Parity
2005,S08000017,1,51,Parity
2005,S08000022,1,86,Parity
2005,S08000019,1,136,Parity
2005,S08000029,1,178,Parity
2005,S08000015,1,180,Parity
2005,S08000020,1,258,Parity
2005,S08000030,1,260,Parity
2005,S08000032,1,287,Parity
2005,S08000024,1,468,Parity
2005,S08000031,1,647,Parity
2006,S00000000,1,13,Parity
2006,S08000025,1,16,Parity
2006,S08000016,1,66,Parity
2006,S08000017,1,76,Parity
2006,S08000022,1,107,Parity
2006,S08000019,1,133,Parity
2006,S08000015,1,184,Parity
2006,S08000029,1,187,Parity
2006,S08000020,1,254,Parity
2006,S08000030,1,257,Parity
2006,S08000032,1,320,Parity
2006,S08000024,1,492,Parity
2006,S08000031,1,692,Parity
2007,S00000000,1,8,Parity
2007,S08000025,1,19,Parity
2007,S08000016,1,41,Parity
2007,S08000017,1,68,Parity
2007,S08000022,1,106,Parity
2007,S08000019,1,158,Parity
2007,S08000029,1,184,Parity
2007,S08000015,1,195,Parity
2007,S08000030,1,267,Parity
2007,S08000020,1,305,Parity
2007,S08000032,1,355,Parity
2007,S08000024,1,506,Parity
2007,S08000031,1,681,Parity
2008,S00000000,1,4,Parity
2008,S08000025,1,13,Parity
2008,S08000016,1,49,Parity
2008,S08000017,1,66,Parity
2008,S08000022,1,108,Parity
2008,S08000019,1,138,Parity
2008,S08000015,1,193,Parity
2008,S08000029,1,269,Parity
2008,S08000030,1,290,Parity
2008,S08000020,1,346,Parity
2008,S08000032,1,373,Parity
2008,S08000024,1,548,Parity
2008,S08000031,1,751,Parity
2009,S00000000,1,10,Parity
2009,S08000025,1,18,Parity
2009,S08000016,1,29,Parity
2009,S08000017,1,63,Parity
2009,S08000022,1,79,Parity
2009,S08000019,1,135,Parity
2009,S08000015,1,194,Parity
2009,S08000029,1,227,Parity
2009,S08000030,1,273,Parity
2009,S08000020,1,288,Parity
2009,S08000032,1,350,Parity
2009,S08000024,1,527,Parity
2009,S08000031,1,645,Parity
2010,S00000000,1,4,Parity
2010,S08000025,1,11,Parity
2010,S08000016,1,44,Parity
2010,S08000017,1,50,Parity
2010,S08000022,1,117,Parity
2010,S08000019,1,158,Parity
2010,S08000029,1,202,Parity
2010,S08000015,1,220,Parity
2010,S08000030,1,242,Parity
2010,S08000020,1,274,Parity
2010,S08000032,1,359,Parity
2010,S08000024,1,486,Parity
2010,S08000031,1,628,Parity
2011,S00000000,1,8,Parity
2011,S08000025,1,15,Parity
2011,S08000016,1,49,Parity
2011,S08000017,1,68,Parity
2011,S08000022,1,103,Parity
2011,S08000019,1,149,Parity
2011,S08000015,1,195,Parity
2011,S08000029,1,212,Parity
2011,S08000020,1,274,Parity
2011,S08000030,1,305,Parity
2011,S08000032,1,332,Parity
2011,S08000024,1,504,Parity
2011,S08000031,1,612,Parity
2012,S00000000,1,9,Parity
2012,S08000025,1,19,Parity
2012,S08000016,1,32,Parity
2012,S08000017,1,69,Parity
2012,S08000022,1,96,Parity
2012,S08000019,1,117,Parity
2012,S08000015,1,195,Parity
2012,S08000029,1,237,Parity
2012,S08000030,1,257,Parity
2012,S08000020,1,289,Parity
2012,S08000032,1,389,Parity
2012,S08000024,1,530,Parity
2012,S08000031,1,607,Parity
2013,S00000000,1,4,Parity
2013,S08000025,1,13,Parity
2013,S08000016,1,31,Parity
2013,S08000017,1,61,Parity
2013,S08000022,1,108,Parity
2013,S08000019,1,152,Parity
2013,S08000015,1,182,Parity
2013,S08000029,1,187,Parity
2013,S08000030,1,244,Parity
2013,S08000020,1,282,Parity
2013,S08000032,1,307,Parity
2013,S08000024,1,510,Parity
2013,S08000031,1,573,Parity
2014,S00000000,1,2,Parity
2014,S08000025,1,16,Parity
2014,S08000016,1,37,Parity
2014,S08000017,1,58,Parity
2014,S08000022,1,111,Parity
2014,S08000019,1,145,Parity
2014,S08000029,1,186,Parity
2014,S08000015,1,214,Parity
2014,S08000030,1,250,Parity
2014,S08000020,1,282,Parity
2014,S08000032,1,350,Parity
2014,S08000024,1,508,Parity
2014,S08000031,1,600,Parity
2015,S00000000,1,5,Parity
2015,S08000025,1,9,Parity
2015,S08000016,1,31,Parity
2015,S08000017,1,50,Parity
2015,S08000022,1,106,Parity
2015,S08000019,1,135,Parity
2015,S08000029,1,193,Parity
2015,S08000015,1,197,Parity
2015,S08000030,1,239,Parity
2015,S08000032,1,265,Parity
2015,S08000020,1,293,Parity
2015,S08000024,1,509,Parity
2015,S08000031,1,578,Parity
2016,S00000000,1,1,Parity
2016,S08000025,1,8,Parity
2016,S08000016,1,32,Parity
2016,S08000017,1,53,Parity
2016,S08000022,1,102,Parity
2016,S08000015,1,155,Parity
2016,S08000019,1,178,Parity
2016,S08000029,1,194,Parity
2016,S08000030,1,260,Parity
2016,S08000020,1,267,Parity
2016,S08000032,1,301,Parity
2016,S08000024,1,449,Parity
2016,S08000031,1,581,Parity
2017,S08000025,1,18,Parity
2017,S08000016,1,39,Parity
2017,S08000017,1,60,Parity
2017,S08000022,1,90,Parity
2017,S08000019,1,147,Parity
2017,S08000015,1,168,Parity
2017,S08000029,1,200,Parity
2017,S08000030,1,251,Parity
2017,S08000020,1,255,Parity
2017,S08000032,1,346,Parity
2017,S08000024,1,471,Parity
2017,S08000031,1,614,Parity
2018,S08000016,1,41,Parity
2018,S08000017,1,47,Parity
2018,S08000022,1,112,Parity
2018,S08000015,1,175,Parity
2018,S08000029,1,175,Parity
2018,S08000019,1,197,Parity
2018,S08000030,1,244,Parity
2018,S08000020,1,257,Parity
2018,S08000032,1,344,Parity
2018,S08000024,1,500,Parity
2018,S08000031,1,626,Parity
2018,S08000025,1,*,Parity
2019,S00000000,1,3,Parity
2019,S08000025,1,12,Parity
2019,S08000016,1,39,Parity
2019,S08000017,1,61,Parity
2019,S08000022,1,93,Parity
2019,S08000015,1,180,Parity
2019,S08000019,1,188,Parity
2019,S08000030,1,192,Parity
2019,S08000029,1,202,Parity
2019,S08000020,1,273,Parity
2019,S08000032,1,370,Parity
2019,S08000024,1,470,Parity
2019,S08000031,1,585,Parity
2020,S00000000,1,3,Parity
2020,S08000025,1,8,Parity
2020,S08000016,1,45,Parity
2020,S08000017,1,61,Parity
2020,S08000022,1,102,Parity
2020,S08000019,1,159,Parity
2020,S08000029,1,178,Parity
2020,S08000015,1,181,Parity
2020,S08000030,1,236,Parity
2020,S08000020,1,290,Parity
2020,S08000032,1,364,Parity
2020,S08000024,1,505,Parity
2020,S08000031,1,738,Parity
1992,S00000000,2,2,Parity
1992,S08000025,2,18,Parity
1992,S08000016,2,27,Parity
1992,S08000017,2,41,Parity
1992,S08000019,2,83,Parity
1992,S08000022,2,93,Parity
1992,S08000029,2,122,Parity
1992,S08000015,2,131,Parity
1992,S08000032,2,175,Parity
1992,S08000030,2,196,Parity
1992,S08000020,2,228,Parity
1992,S08000024,2,311,Parity
1992,S08000031,2,341,Parity
1993,S00000000,2,2,Parity
1993,S08000025,2,14,Parity
1993,S08000016,2,33,Parity
1993,S08000017,2,46,Parity
1993,S08000019,2,98,Parity
1993,S08000022,2,108,Parity
1993,S08000029,2,133,Parity
1993,S08000015,2,137,Parity
1993,S08000030,2,169,Parity
1993,S08000032,2,179,Parity
1993,S08000020,2,197,Parity
1993,S08000024,2,309,Parity
1993,S08000031,2,372,Parity
1994,S00000000,2,3,Parity
1994,S08000025,2,15,Parity
1994,S08000017,2,38,Parity
1994,S08000016,2,47,Parity
1994,S08000019,2,95,Parity
1994,S08000022,2,101,Parity
1994,S08000015,2,128,Parity
1994,S08000030,2,154,Parity
1994,S08000032,2,168,Parity
1994,S08000029,2,177,Parity
1994,S08000020,2,253,Parity
1994,S08000024,2,341,Parity
1994,S08000031,2,370,Parity
1995,S00000000,2,1,Parity
1995,S08000025,2,21,Parity
1995,S08000016,2,36,Parity
1995,S08000017,2,50,Parity
1995,S08000019,2,89,Parity
1995,S08000022,2,95,Parity
1995,S08000015,2,123,Parity
1995,S08000029,2,145,Parity
1995,S08000032,2,170,Parity
1995,S08000030,2,182,Parity
1995,S08000020,2,209,Parity
1995,S08000024,2,334,Parity
1995,S08000031,2,434,Parity
1996,S00000000,2,4,Parity
1996,S08000025,2,10,Parity
1996,S08000016,2,24,Parity
1996,S08000017,2,33,Parity
1996,S08000019,2,93,Parity
